v1,v2,v3,v4,v5
1.5431247463855067,-0.4400733070160688,0.6635234803621863,0.34699803160760057,1.1922918160863818
0.6693401943220618,0.6287285079043381,0.17042291576834775,0.44867970936779206,1.0043273407233095
1.2027961276085528,1.3764750658746803,1.2129380838357093,0.8567802356121257,0.5798169675956297
-1.0305483200993852,-0.05338029152232634,-0.9318974487726134,-0.38526256418189686,1.0010753327622322
-0.03619003522123235,-0.4308532578554504,0.1622118159859792,-0.14714798962902623,-1.0912052316035359
0.2379919935759555,1.6665005083260158,-0.06700941045811815,0.7071372982454411,0.48462811036803066
-0.3947554120977003,-1.4426767738795745,-0.27725470257510193,-0.6573137527727442,-0.35896591822469676
0.614246845056761,1.2434355626271603,-0.26503944398719353,0.6816129486397501,1.4679085463784665
-1.7241472235660051,-1.0204088606469601,-1.9647680586161858,-0.879752345026489,-0.0924875497305785
0.4023848725769785,-0.7531123051039704,0.660872995957677,-0.18981670044250465,0.11292598939847241
-4.89542520930572,-3.0338601265274394,-4.3978929573252765,-2.5925385998501738,-2.1166972038688106
-1.038901225160157,-1.6728649978438161,-0.8349947767771587,-0.9160316014176293,-1.1660995479594667
1.3024908491853735,0.4975887333774201,1.2978530695195907,0.5798896045493195,0.10458804031412113
-1.5707008961517737,-1.5372752720044491,-1.1014644445688069,-1.075758803227952,-0.6382642067725642
0.6193056834527839,0.025338696619253944,0.710460611919127,0.19830366610103894,-0.20981831904134174
-0.33449602915430854,1.7866334540567677,-1.1525485254203571,0.5912462489091299,1.415552131009796
-0.36560095266097514,-0.43256090835665034,-0.9321014796855565,-0.19933265961178487,-0.40076220397891854
-2.1204806336799327,-1.0071639443477811,-1.5211760527062623,-1.0142144505317519,-1.724835526879623
-0.41944808492603514,0.34141698997368175,-0.23127117975758782,-0.01376426085122391,-0.13463478746560903
0.030165557040566747,0.7446167689605164,0.125317087612236,0.26535159379891676,0.3062122608787954
-1.6599965612635053,0.0583775068561766,-1.2653349137199001,-0.5151225442360233,-0.24716969450478612
-0.9956407866339477,-2.752070354482696,-1.261668109229344,-1.2588075994043002,-1.141976722728921
1.220727880237188,-0.5310859441653899,0.8854478476400938,0.1794486763850786,0.6947785111040236
0.36645402626412416,0.37904877391163655,1.0542953716009584,0.20016042468635578,-0.41771677271818153
-0.8593020967216074,-0.45487308753221384,-0.8686213254363097,-0.4062200676876656,-0.6135327788473308
-0.4649132876026724,-1.4048335077357563,-0.018875970550188543,-0.6922446972426878,-0.4741935365798533
-0.08989693956404086,0.8930882128669252,0.686715663898059,0.23142835744597964,-0.08806177192816993
1.5969987601094602,0.2161667532198891,1.1645387967232532,0.5786143723358764,0.8256521858620721
-0.5584170157129789,0.18852373532408712,-0.8429943352246758,-0.1094313264640972,0.944286708653727
0.6992844511590323,1.8182572681533513,1.0352681848049838,0.832816314150578,0.6500408187674559
-0.4744952225677316,-0.7600447043188052,0.15944758038563994,-0.45295295673533525,-1.0045433345406891
1.115573174257028,0.382142828026353,1.5738490276989285,0.42781647387265076,0.215929583153399
-3.937855624807541,-2.628580593289613,-2.938351993649621,-2.184959533083938,-2.4784840271875255
-1.3115730079838992,-1.0529551358520612,-1.12412680506797,-0.7813038645862785,-0.7651396540220187
1.1246365116896724,-0.27182449137776604,0.7110291511246332,0.2694221731817546,0.3379450953529885
0.8576477617242514,0.10625146630953736,1.0446147800055159,0.2762841305589636,0.16419915774925722
-0.34516921792250993,-0.0963637650039832,-0.870510199844559,-0.11149370357227563,0.5860007530070215
-1.547179337746104,-1.0345194275222147,-1.8750352914968202,-0.8376765683380907,0.28915256684460744
-0.4278678835903089,-0.5061024605375144,-0.11127207882505237,-0.3429022105185558,-0.21067191493789625
0.6022784009133119,-1.0939134660771228,0.5448675872495828,-0.21232336557759637,-0.1723747635495797
1.206117448792005,2.1114331875752224,0.43345850076763415,1.1787689943607045,1.4033110408523746
0.2731242928976406,1.538725471092631,-0.4191656515334321,0.6793477037628781,1.2186289084728288
1.4136846524249425,0.7038953684946767,0.6260827271776501,0.718972505136198,1.3660875055484185
2.701795248581377,-0.5913271273751475,2.6092319141102864,0.5832276933270297,0.7224101887429867
0.42603798665231546,-0.5835510241731745,-0.054462940437513874,-0.04438039211507118,0.12177706404240117
2.3932200349549992,1.7890135684757746,1.233842261243076,1.4320219814847992,2.076631051709975
