x,y,z
-0.32146238048278264,-0.6844891225995325,-0.17266651171535363
-1.4857433186367417,-1.3965464660240179,-0.8669437446807015
-1.1803267511955424,-1.23767952391009,-1.6645555242756662
-0.7866965954190732,-0.4343275541664743,-0.062429096984399426
-1.4548246577794526,0.02921482574970813,1.0965616760365149
0.1516213816569267,0.292406936742905,1.1515103206180677
0.5873658141074557,0.2118326093209225,1.779995430304033
-0.14666025266467372,0.6558014086169314,-0.025506228841253687
0.22043290185524314,0.8787565662253942,0.17996787958316474
-0.6528381049063617,-0.34927878902358006,0.16593901752628382
1.2897982451938022,0.8302894010808421,-0.9654961781064052
0.9450330326430948,1.483281657236403,-0.007950315903611163
-1.3417893810822328,-0.06683579558138202,1.188222891010787
0.17962240831127638,-0.1342890440494471,-0.6613890669824695
-0.409685317335594,0.5168094832345601,0.1680570848057533
0.7118524739391465,0.292051588484779,0.9155134314533111
-0.9468212365176593,-0.6691494264533934,1.0999305931425574
0.2141478897676574,0.08193114850061384,0.8115392445409669
-0.7308883412342504,-0.5856784754292491,-1.4515919620570599
0.6613772756185929,0.040804950031610575,0.049183171622246544
0.05213252404496884,0.7622151596622946,0.3591695679561193
1.7335247755328829,0.8280440435849075,0.3213073915034204
0.5736110089531596,0.09823818637438429,-0.660189802688657
1.113328987350623,0.19032896606660316,0.3016989059255362
-0.0023667777750979494,1.0500523674258826,-1.3636228501935563
-0.758215033370747,-0.6712305633445071,-0.6406805646005685
-0.9622727326531159,-0.29777706244129826,1.3857451609042362
0.16705921311446537,0.028096436067875482,-1.3755748152080807
0.7351018959527961,0.41295648013466185,0.9925570464070026
-0.37261618051878825,-0.5401123718437671,0.2166384887561275
0.134408818366602,0.2577682769158778,-0.8421713875627518
-0.2587520662915322,0.6992697767354968,0.3783831993148738
-0.14840979486242084,-0.2440310983929751,-0.3902879620737074
-0.4927098524401757,0.1509645294595877,1.1639590543990723
-0.07635213447748433,0.25971601648496184,0.8069489127255051
0.47627353327687105,-0.16985316058274819,-1.6466408457699826
-0.7556775776369937,0.3308842190027146,-0.28802503616657793
0.690363491625678,-0.716270179259955,0.19237812866114234
0.2837835834825591,0.23401512034471242,-0.09691641815513367
1.6890689051165233,1.0322527892284685,0.005409073156896599
-0.7011970857580457,-1.2995410218298387,0.26662448555657553
2.036604861492851,0.7363315297683274,0.6996061212604922
0.6542891624139637,0.8237202022601962,1.0894150593757848
-0.18694638699343658,0.23649297430361035,1.4871919347215912
0.8827806581399437,1.3470344049870169,0.27943084964163706
-1.7600436609808867,-1.4719874037815732,-0.48757006593114915
-1.160687332516745,-1.0080099670581024,0.3842702114712186
-1.758436896494584,-1.5127919007432036,0.3281414131031259
-0.22450929183997814,0.24101710802960433,-0.860802664500729
1.4450207150994798,1.2268277323347432,0.5246468800742708
-0.25183376673841357,0.019431633829053205,-0.48371410733963544
-0.26704197265887075,0.03959391680514222,-0.43517807000327674
-1.7401758111550982,-1.329089323054507,-1.7038107512304315
-0.771622971197096,-0.9945810381896627,0.35001004034094135
-1.0993235595302129,-1.4997172087667197,-0.08381557109470467
0.4759995201350953,-0.851162922659111,-0.714062126637495
-0.3309093013984191,0.3964411621335118,0.6412479648628412
0.7680217061907069,0.6540556422156898,0.6330143980191298
0.10557508687269963,-0.14889134452018266,-0.7943464102327368
-0.6675410403093386,-2.2344710792659206,-0.5351801709824145
-1.1803581374199124,-0.3835600772181184,0.11869717123177484
-0.3271240659001788,-0.7031762512407352,-0.09437103421224174
-0.6635017054481979,-0.19836875726690778,-0.3381691218916112
1.3583190935659109,1.104188285474121,1.4190949836134745
-0.6585452149942443,-0.4287813757323299,0.7914326876848217
-0.6626471118327428,-0.5335430301190828,0.4081134781518322
-0.4318816250230898,-0.3237042283996295,0.8363038003383007
0.23553412744554114,-0.6975255049463098,-1.0806448106746267
0.9458100082573588,1.0100669228097077,1.6595101299133295
0.7705054262989639,-1.5845859831191271,-0.38111813441476583
0.22250226718709065,-0.6693238526959578,-1.1350336775454097
-0.5007397575441136,-0.8888705917972315,-0.1356320136363825
0.4487572616516509,0.8427485987905939,0.648604140089375
0.4025634266288164,0.8151070504219166,-1.9288897800368372
-1.3906254624454193,-0.7286900993557344,0.6889765347234026
-1.2034733525130332,-0.6890290145779059,-0.871797705217595
